Sales,Date,Region
1656.00,25-02-2020,north
1722.00,25-02-2020,south
1566.00,25-02-2020,east
1548.00,25-02-2020,west
1545.00,26-02-2020,north
1521.00,26-02-2020,south
1728.00,26-02-2020,east
1668.00,26-02-2020,west
1698.00,27-02-2020,north
1599.00,27-02-2020,south
1581.00,27-02-2020,east
1527.00,27-02-2020,west
1509.00,28-02-2020,north
1686.00,28-02-2020,south
1590.00,28-02-2020,east
1689.00,28-02-2020,west
1671.00,29-02-2020,north
1728.00,29-02-2020,south
1524.00,29-02-2020,east
1656.00,29-02-2020,west
1593.00,01-03-2020,north
1626.00,01-03-2020,south
1626.00,01-03-2020,east
1692.00,01-03-2020,west
1509.00,02-03-2020,north
1788.00,02-03-2020,south
1572.00,02-03-2020,east
1569.00,02-03-2020,west
1632.00,03-03-2020,north
1548.00,03-03-2020,south
1623.00,03-03-2020,east
1506.00,03-03-2020,west
1773.00,04-03-2020,north
1677.00,04-03-2020,south
1638.00,04-03-2020,east
1569.00,04-03-2020,west
1794.00,05-03-2020,north
1764.00,05-03-2020,south
1530.00,05-03-2020,east
1770.00,05-03-2020,west
1623.00,06-03-2020,north
1734.00,06-03-2020,south
1698.00,06-03-2020,east
1503.00,06-03-2020,west
1641.00,07-03-2020,north
1581.00,07-03-2020,south
1797.00,07-03-2020,east
1674.00,07-03-2020,west
1701.00,08-03-2020,north
1590.00,08-03-2020,south
1599.00,08-03-2020,east
1791.00,08-03-2020,west
1719.00,09-03-2020,north
1776.00,09-03-2020,south
1542.00,09-03-2020,east
1740.00,09-03-2020,west
1644.00,10-03-2020,north
1653.00,10-03-2020,south
1797.00,10-03-2020,east
1740.00,10-03-2020,west
1605.00,11-03-2020,north
1584.00,11-03-2020,south
1662.00,11-03-2020,east
1572.00,11-03-2020,west
1635.00,12-03-2020,north
1548.00,12-03-2020,south
1680.00,12-03-2020,east
1767.00,12-03-2020,west
1554.00,13-03-2020,north
1686.00,13-03-2020,south
1749.00,13-03-2020,east
1554.00,13-03-2020,west
1662.00,14-03-2020,north
1557.00,14-03-2020,south
1755.00,14-03-2020,east
1758.00,14-03-2020,west
1500.00,15-03-2020,north
1665.00,15-03-2020,south
1761.00,15-03-2020,east
1626.00,15-03-2020,west
1650.00,16-03-2020,north
1722.00,16-03-2020,south
1641.00,16-03-2020,east
1611.00,16-03-2020,west
1701.00,17-03-2020,north
1701.00,17-03-2020,south
1794.00,17-03-2020,east
1509.00,17-03-2020,west
1566.00,18-03-2020,north
1716.00,18-03-2020,south
1701.00,18-03-2020,east
1605.00,18-03-2020,west
1581.00,19-03-2020,north
1797.00,19-03-2020,south
1725.00,19-03-2020,east
1554.00,19-03-2020,west
1665.00,20-03-2020,north
1641.00,20-03-2020,south
1677.00,20-03-2020,east
1707.00,20-03-2020,west
1575.00,21-03-2020,north
1674.00,21-03-2020,south
1707.00,21-03-2020,east
1710.00,21-03-2020,west
1644.00,22-03-2020,north
1668.00,22-03-2020,south
1674.00,22-03-2020,east
1737.00,22-03-2020,west
1767.00,23-03-2020,north
1620.00,23-03-2020,south
1593.00,23-03-2020,east
1542.00,23-03-2020,west
1548.00,24-03-2020,north
1662.00,24-03-2020,south
1740.00,24-03-2020,east
1572.00,24-03-2020,west
1779.00,25-03-2020,north
1770.00,25-03-2020,south
1623.00,25-03-2020,east
1575.00,25-03-2020,west
1785.00,26-03-2020,north
1671.00,26-03-2020,south
1749.00,26-03-2020,east
1791.00,26-03-2020,west
1713.00,27-03-2020,north
1623.00,27-03-2020,south
1605.00,27-03-2020,east
1566.00,27-03-2020,west
1569.00,28-03-2020,north
1605.00,28-03-2020,south
1728.00,28-03-2020,east
1665.00,28-03-2020,west
1782.00,29-03-2020,north
1800.00,29-03-2020,south
1518.00,29-03-2020,east
1800.00,29-03-2020,west
1515.00,30-03-2020,north
1764.00,30-03-2020,south
1632.00,30-03-2020,east
1608.00,30-03-2020,west
1794.00,31-03-2020,north
1635.00,31-03-2020,south
1572.00,31-03-2020,east
1629.00,31-03-2020,west
1557.00,01-04-2020,north
1536.00,01-04-2020,south
1587.00,01-04-2020,east
1728.00,01-04-2020,west
1779.00,02-04-2020,north
1773.00,02-04-2020,south
1794.00,02-04-2020,east
1503.00,02-04-2020,west
1767.00,03-04-2020,north
1743.00,03-04-2020,south
1560.00,03-04-2020,east
1746.00,03-04-2020,west
1731.00,04-04-2020,north
1692.00,04-04-2020,south
1722.00,04-04-2020,east
1563.00,04-04-2020,west
1797.00,05-04-2020,north
1755.00,05-04-2020,south
1611.00,05-04-2020,east
1635.00,05-04-2020,west
1752.00,06-04-2020,north
1749.00,06-04-2020,south
1782.00,06-04-2020,east
1521.00,06-04-2020,west
1752.00,07-04-2020,north
1686.00,07-04-2020,south
1500.00,07-04-2020,east
1785.00,07-04-2020,west
1611.00,08-04-2020,north
1794.00,08-04-2020,south
1734.00,08-04-2020,east
1659.00,08-04-2020,west
1650.00,09-04-2020,north
1587.00,09-04-2020,south
1629.00,09-04-2020,east
1506.00,09-04-2020,west
1794.00,10-04-2020,north
1551.00,10-04-2020,south
1503.00,10-04-2020,east
1776.00,10-04-2020,west
1659.00,11-04-2020,north
1590.00,11-04-2020,south
1515.00,11-04-2020,east
1506.00,11-04-2020,west
1722.00,12-04-2020,north
1512.00,12-04-2020,south
1773.00,12-04-2020,east
1635.00,12-04-2020,west
1548.00,13-04-2020,north
1692.00,13-04-2020,south
1698.00,13-04-2020,east
1755.00,13-04-2020,west
1521.00,14-04-2020,north
1593.00,14-04-2020,south
1644.00,14-04-2020,east
1587.00,14-04-2020,west
1800.00,15-04-2020,north
1788.00,15-04-2020,south
1764.00,15-04-2020,east
1650.00,15-04-2020,west
1704.00,16-04-2020,north
1659.00,16-04-2020,south
1644.00,16-04-2020,east
1500.00,16-04-2020,west
1734.00,17-04-2020,north
1617.00,17-04-2020,south
1584.00,17-04-2020,east
1569.00,17-04-2020,west
1623.00,18-04-2020,north
1500.00,18-04-2020,south
1578.00,18-04-2020,east
1590.00,18-04-2020,west
1761.00,19-04-2020,north
1728.00,19-04-2020,south
1716.00,19-04-2020,east
1704.00,19-04-2020,west
1665.00,20-04-2020,north
1515.00,20-04-2020,south
1725.00,20-04-2020,east
1695.00,20-04-2020,west
1755.00,21-04-2020,north
1521.00,21-04-2020,south
1629.00,21-04-2020,east
1686.00,21-04-2020,west
1614.00,22-04-2020,north
1614.00,22-04-2020,south
1569.00,22-04-2020,east
1527.00,22-04-2020,west
1764.00,23-04-2020,north
1524.00,23-04-2020,south
1611.00,23-04-2020,east
1785.00,23-04-2020,west
1716.00,24-04-2020,north
1692.00,24-04-2020,south
1506.00,24-04-2020,east
1533.00,24-04-2020,west
1638.00,25-04-2020,north
1638.00,25-04-2020,south
1755.00,25-04-2020,east
1545.00,25-04-2020,west
1512.00,26-04-2020,north
1593.00,26-04-2020,south
1674.00,26-04-2020,east
1719.00,26-04-2020,west
1530.00,27-04-2020,north
1593.00,27-04-2020,south
1641.00,27-04-2020,east
1575.00,27-04-2020,west
1788.00,28-04-2020,north
1749.00,28-04-2020,south
1581.00,28-04-2020,east
1524.00,28-04-2020,west
1680.00,29-04-2020,north
1674.00,29-04-2020,south
1773.00,29-04-2020,east
1674.00,29-04-2020,west
1779.00,30-04-2020,north
1569.00,30-04-2020,south
1590.00,30-04-2020,east
1689.00,30-04-2020,west
1755.00,01-05-2020,north
1752.00,01-05-2020,south
1641.00,01-05-2020,east
1605.00,01-05-2020,west
1587.00,02-05-2020,north
1521.00,02-05-2020,south
1605.00,02-05-2020,east
1557.00,02-05-2020,west
1680.00,03-05-2020,north
1566.00,03-05-2020,south
1719.00,03-05-2020,east
1563.00,03-05-2020,west
1569.00,04-05-2020,north
1608.00,04-05-2020,south
1578.00,04-05-2020,east
1641.00,04-05-2020,west
1587.00,05-05-2020,north
1674.00,05-05-2020,south
1500.00,05-05-2020,east
1686.00,05-05-2020,west
1521.00,06-05-2020,north
1683.00,06-05-2020,south
1767.00,06-05-2020,east
1776.00,06-05-2020,west
1557.00,07-05-2020,north
1623.00,07-05-2020,south
1557.00,07-05-2020,east
1746.00,07-05-2020,west
1680.00,08-05-2020,north
1587.00,08-05-2020,south
1695.00,08-05-2020,east
1629.00,08-05-2020,west
1674.00,09-05-2020,north
1620.00,09-05-2020,south
1560.00,09-05-2020,east
1590.00,09-05-2020,west
1623.00,10-05-2020,north
1689.00,10-05-2020,south
1656.00,10-05-2020,east
1695.00,10-05-2020,west
1674.00,11-05-2020,north
1554.00,11-05-2020,south
1680.00,11-05-2020,east
1575.00,11-05-2020,west
1500.00,12-05-2020,north
1791.00,12-05-2020,south
1614.00,12-05-2020,east
1695.00,12-05-2020,west
1767.00,13-05-2020,north
1725.00,13-05-2020,south
1701.00,13-05-2020,east
1629.00,13-05-2020,west
1656.00,14-05-2020,north
1713.00,14-05-2020,south
1737.00,14-05-2020,east
1671.00,14-05-2020,west
1533.00,15-05-2020,north
1644.00,15-05-2020,south
1560.00,15-05-2020,east
1740.00,15-05-2020,west
1767.00,16-05-2020,north
1791.00,16-05-2020,south
1509.00,16-05-2020,east
1614.00,16-05-2020,west
1566.00,17-05-2020,north
1758.00,17-05-2020,south
1668.00,17-05-2020,east
1707.00,17-05-2020,west
1638.00,18-05-2020,north
1596.00,18-05-2020,south
1767.00,18-05-2020,east
1683.00,18-05-2020,west
1641.00,19-05-2020,north
1713.00,19-05-2020,south
1515.00,19-05-2020,east
1602.00,19-05-2020,west
1575.00,20-05-2020,north
1791.00,20-05-2020,south
1545.00,20-05-2020,east
1686.00,20-05-2020,west
1587.00,21-05-2020,north
1791.00,21-05-2020,south
1653.00,21-05-2020,east
1671.00,21-05-2020,west
1542.00,22-05-2020,north
1686.00,22-05-2020,south
1569.00,22-05-2020,east
1518.00,22-05-2020,west
1620.00,23-05-2020,north
1536.00,23-05-2020,south
1713.00,23-05-2020,east
1788.00,23-05-2020,west
1773.00,24-05-2020,north
1785.00,24-05-2020,south
1509.00,24-05-2020,east
1713.00,24-05-2020,west
1536.00,25-05-2020,north
1704.00,25-05-2020,south
1563.00,25-05-2020,east
1539.00,25-05-2020,west
1545.00,26-05-2020,north
1530.00,26-05-2020,south
1758.00,26-05-2020,east
1656.00,26-05-2020,west
1563.00,27-05-2020,north
1758.00,27-05-2020,south
1656.00,27-05-2020,east
1707.00,27-05-2020,west
1581.00,28-05-2020,north
1569.00,28-05-2020,south
1533.00,28-05-2020,east
1566.00,28-05-2020,west
1722.00,29-05-2020,north
1602.00,29-05-2020,south
1698.00,29-05-2020,east
1566.00,29-05-2020,west
1599.00,30-05-2020,north
1788.00,30-05-2020,south
1743.00,30-05-2020,east
1647.00,30-05-2020,west
1566.00,31-05-2020,north
1608.00,31-05-2020,south
1791.00,31-05-2020,east
1764.00,31-05-2020,west
1752.00,01-06-2020,north
1608.00,01-06-2020,south
1554.00,01-06-2020,east
1710.00,01-06-2020,west
1677.00,02-06-2020,north
1794.00,02-06-2020,south
1800.00,02-06-2020,east
1767.00,02-06-2020,west
1782.00,03-06-2020,north
1584.00,03-06-2020,south
1545.00,03-06-2020,east
1617.00,03-06-2020,west
1644.00,04-06-2020,north
1527.00,04-06-2020,south
1707.00,04-06-2020,east
1773.00,04-06-2020,west
1587.00,05-06-2020,north
1632.00,05-06-2020,south
1569.00,05-06-2020,east
1566.00,05-06-2020,west
1683.00,06-06-2020,north
1689.00,06-06-2020,south
1704.00,06-06-2020,east
1749.00,06-06-2020,west
1620.00,07-06-2020,north
1650.00,07-06-2020,south
1743.00,07-06-2020,east
1674.00,07-06-2020,west
1527.00,08-06-2020,north
1638.00,08-06-2020,south
1584.00,08-06-2020,east
1695.00,08-06-2020,west
1503.00,09-06-2020,north
1569.00,09-06-2020,south
1572.00,09-06-2020,east
1593.00,09-06-2020,west
1761.00,10-06-2020,north
1512.00,10-06-2020,south
1617.00,10-06-2020,east
1593.00,10-06-2020,west
1590.00,11-06-2020,north
1611.00,11-06-2020,south
1719.00,11-06-2020,east
1719.00,11-06-2020,west
1512.00,12-06-2020,north
1776.00,12-06-2020,south
1575.00,12-06-2020,east
1746.00,12-06-2020,west
1581.00,13-06-2020,north
1689.00,13-06-2020,south
1776.00,13-06-2020,east
1560.00,13-06-2020,west
1734.00,14-06-2020,north
1788.00,14-06-2020,south
1743.00,14-06-2020,east
1719.00,14-06-2020,west
1542.00,15-06-2020,north
1758.00,15-06-2020,south
1674.00,15-06-2020,east
1584.00,15-06-2020,west
1668.00,16-06-2020,north
1620.00,16-06-2020,south
1695.00,16-06-2020,east
1638.00,16-06-2020,west
1554.00,17-06-2020,north
1659.00,17-06-2020,south
1734.00,17-06-2020,east
1527.00,17-06-2020,west
1611.00,18-06-2020,north
1734.00,18-06-2020,south
1743.00,18-06-2020,east
1557.00,18-06-2020,west
1800.00,19-06-2020,north
1536.00,19-06-2020,south
1578.00,19-06-2020,east
1515.00,19-06-2020,west
1647.00,20-06-2020,north
1641.00,20-06-2020,south
1614.00,20-06-2020,east
1518.00,20-06-2020,west
1755.00,21-06-2020,north
1620.00,21-06-2020,south
1725.00,21-06-2020,east
1668.00,21-06-2020,west
1761.00,22-06-2020,north
1542.00,22-06-2020,south
1539.00,22-06-2020,east
1524.00,22-06-2020,west
1767.00,23-06-2020,north
1581.00,23-06-2020,south
1770.00,23-06-2020,east
1758.00,23-06-2020,west
1617.00,24-06-2020,north
1518.00,24-06-2020,south
1791.00,24-06-2020,east
1695.00,24-06-2020,west
1503.00,25-06-2020,north
1794.00,25-06-2020,south
1638.00,25-06-2020,east
1536.00,25-06-2020,west
1707.00,26-06-2020,north
1578.00,26-06-2020,south
1719.00,26-06-2020,east
1728.00,26-06-2020,west
1644.00,27-06-2020,north
1527.00,27-06-2020,south
1578.00,27-06-2020,east
1623.00,27-06-2020,west
1608.00,28-06-2020,north
1779.00,28-06-2020,south
1689.00,28-06-2020,east
1629.00,28-06-2020,west
1722.00,29-06-2020,north
1662.00,29-06-2020,south
1662.00,29-06-2020,east
1503.00,29-06-2020,west
1794.00,30-06-2020,north
1572.00,30-06-2020,south
1668.00,30-06-2020,east
1647.00,30-06-2020,west
1632.00,01-07-2020,north
1578.00,01-07-2020,south
1650.00,01-07-2020,east
1797.00,01-07-2020,west
1734.00,02-07-2020,north
1734.00,02-07-2020,south
1581.00,02-07-2020,east
1665.00,02-07-2020,west
1695.00,03-07-2020,north
1701.00,03-07-2020,south
1584.00,03-07-2020,east
1518.00,03-07-2020,west
1737.00,04-07-2020,north
1656.00,04-07-2020,south
1695.00,04-07-2020,east
1563.00,04-07-2020,west
1788.00,05-07-2020,north
1746.00,05-07-2020,south
1647.00,05-07-2020,east
1527.00,05-07-2020,west
1548.00,06-07-2020,north
1572.00,06-07-2020,south
1569.00,06-07-2020,east
1527.00,06-07-2020,west
1500.00,07-07-2020,north
1791.00,07-07-2020,south
1656.00,07-07-2020,east
1743.00,07-07-2020,west
1563.00,08-07-2020,north
1722.00,08-07-2020,south
1758.00,08-07-2020,east
1524.00,08-07-2020,west
1788.00,09-07-2020,north
1713.00,09-07-2020,south
1596.00,09-07-2020,east
1716.00,09-07-2020,west
1587.00,10-07-2020,north
1509.00,10-07-2020,south
1698.00,10-07-2020,east
1515.00,10-07-2020,west
1500.00,11-07-2020,north
1689.00,11-07-2020,south
1554.00,11-07-2020,east
1509.00,11-07-2020,west
1746.00,12-07-2020,north
1572.00,12-07-2020,south
1773.00,12-07-2020,east
1596.00,12-07-2020,west
1680.00,13-07-2020,north
1764.00,13-07-2020,south
1782.00,13-07-2020,east
1728.00,13-07-2020,west
1557.00,14-07-2020,north
1515.00,14-07-2020,south
1695.00,14-07-2020,east
1500.00,14-07-2020,west
1542.00,15-07-2020,north
1740.00,15-07-2020,south
1647.00,15-07-2020,east
1596.00,15-07-2020,west
1515.00,16-07-2020,north
1731.00,16-07-2020,south
1605.00,16-07-2020,east
1791.00,16-07-2020,west
1794.00,17-07-2020,north
1677.00,17-07-2020,south
1641.00,17-07-2020,east
1773.00,17-07-2020,west
1623.00,18-07-2020,north
1707.00,18-07-2020,south
1749.00,18-07-2020,east
1797.00,18-07-2020,west
1614.00,19-07-2020,north
1653.00,19-07-2020,south
1674.00,19-07-2020,east
1779.00,19-07-2020,west
1797.00,20-07-2020,north
1560.00,20-07-2020,south
1638.00,20-07-2020,east
1716.00,20-07-2020,west
1572.00,21-07-2020,north
1767.00,21-07-2020,south
1689.00,21-07-2020,east
1734.00,21-07-2020,west
1668.00,22-07-2020,north
1728.00,22-07-2020,south
1668.00,22-07-2020,east
1584.00,22-07-2020,west
1692.00,23-07-2020,north
1710.00,23-07-2020,south
1758.00,23-07-2020,east
1545.00,23-07-2020,west
1530.00,24-07-2020,north
1530.00,24-07-2020,south
1575.00,24-07-2020,east
1776.00,24-07-2020,west
1794.00,25-07-2020,north
1647.00,25-07-2020,south
1611.00,25-07-2020,east
1704.00,25-07-2020,west
1569.00,26-07-2020,north
1659.00,26-07-2020,south
1575.00,26-07-2020,east
1788.00,26-07-2020,west
1602.00,27-07-2020,north
1620.00,27-07-2020,south
1530.00,27-07-2020,east
1608.00,27-07-2020,west
1800.00,28-07-2020,north
1506.00,28-07-2020,south
1608.00,28-07-2020,east
1581.00,28-07-2020,west
1533.00,29-07-2020,north
1686.00,29-07-2020,south
1773.00,29-07-2020,east
1644.00,29-07-2020,west
1722.00,30-07-2020,north
1584.00,30-07-2020,south
1596.00,30-07-2020,east
1512.00,30-07-2020,west
1527.00,31-07-2020,north
1530.00,31-07-2020,south
1533.00,31-07-2020,east
1530.00,31-07-2020,west
1788.00,01-08-2020,north
1596.00,01-08-2020,south
1680.00,01-08-2020,east
1671.00,01-08-2020,west
1656.00,02-08-2020,north
1716.00,02-08-2020,south
1623.00,02-08-2020,east
1596.00,02-08-2020,west
1665.00,03-08-2020,north
1650.00,03-08-2020,south
1503.00,03-08-2020,east
1665.00,03-08-2020,west
1539.00,04-08-2020,north
1659.00,04-08-2020,south
1602.00,04-08-2020,east
1719.00,04-08-2020,west
1749.00,05-08-2020,north
1548.00,05-08-2020,south
1653.00,05-08-2020,east
1662.00,05-08-2020,west
1770.00,06-08-2020,north
1710.00,06-08-2020,south
1509.00,06-08-2020,east
1545.00,06-08-2020,west
1740.00,07-08-2020,north
1524.00,07-08-2020,south
1641.00,07-08-2020,east
1710.00,07-08-2020,west
1728.00,08-08-2020,north
1695.00,08-08-2020,south
1716.00,08-08-2020,east
1785.00,08-08-2020,west
1617.00,09-08-2020,north
1752.00,09-08-2020,south
1734.00,09-08-2020,east
1521.00,09-08-2020,west
1545.00,10-08-2020,north
1722.00,10-08-2020,south
1647.00,10-08-2020,east
1530.00,10-08-2020,west
1632.00,11-08-2020,north
1620.00,11-08-2020,south
1551.00,11-08-2020,east
1557.00,11-08-2020,west
1737.00,12-08-2020,north
1749.00,12-08-2020,south
1704.00,12-08-2020,east
1671.00,12-08-2020,west
1500.00,13-08-2020,north
1500.00,13-08-2020,south
1701.00,13-08-2020,east
1785.00,13-08-2020,west
1542.00,14-08-2020,north
1791.00,14-08-2020,south
1716.00,14-08-2020,east
1665.00,14-08-2020,west
1740.00,15-08-2020,north
1632.00,15-08-2020,south
1560.00,15-08-2020,east
1689.00,15-08-2020,west
1749.00,16-08-2020,north
1605.00,16-08-2020,south
1629.00,16-08-2020,east
1728.00,16-08-2020,west
1554.00,17-08-2020,north
1629.00,17-08-2020,south
1698.00,17-08-2020,east
1635.00,17-08-2020,west
1761.00,18-08-2020,north
1566.00,18-08-2020,south
1692.00,18-08-2020,east
1563.00,18-08-2020,west
1662.00,19-08-2020,north
1635.00,19-08-2020,south
1674.00,19-08-2020,east
1602.00,19-08-2020,west
1686.00,20-08-2020,north
1506.00,20-08-2020,south
1515.00,20-08-2020,east
1779.00,20-08-2020,west
1557.00,21-08-2020,north
1551.00,21-08-2020,south
1521.00,21-08-2020,east
1710.00,21-08-2020,west
1563.00,22-08-2020,north
1683.00,22-08-2020,south
1791.00,22-08-2020,east
1773.00,22-08-2020,west
1716.00,23-08-2020,north
1731.00,23-08-2020,south
1593.00,23-08-2020,east
1788.00,23-08-2020,west
1785.00,24-08-2020,north
1647.00,24-08-2020,south
1755.00,24-08-2020,east
1665.00,24-08-2020,west
1545.00,25-08-2020,north
1755.00,25-08-2020,south
1605.00,25-08-2020,east
1548.00,25-08-2020,west
1533.00,26-08-2020,north
1752.00,26-08-2020,south
1758.00,26-08-2020,east
1767.00,26-08-2020,west
1761.00,27-08-2020,north
1671.00,27-08-2020,south
1551.00,27-08-2020,east
1686.00,27-08-2020,west
1788.00,28-08-2020,north
1551.00,28-08-2020,south
1554.00,28-08-2020,east
1623.00,28-08-2020,west
1698.00,29-08-2020,north
1659.00,29-08-2020,south
1593.00,29-08-2020,east
1674.00,29-08-2020,west
1800.00,30-08-2020,north
1554.00,30-08-2020,south
1713.00,30-08-2020,east
1611.00,30-08-2020,west
1797.00,31-08-2020,north
1581.00,31-08-2020,south
1623.00,31-08-2020,east
1515.00,31-08-2020,west
1797.00,01-09-2020,north
1704.00,01-09-2020,south
1539.00,01-09-2020,east
1617.00,01-09-2020,west
1737.00,02-09-2020,north
1635.00,02-09-2020,south
1671.00,02-09-2020,east
1632.00,02-09-2020,west
1575.00,03-09-2020,north
1713.00,03-09-2020,south
1581.00,03-09-2020,east
1719.00,03-09-2020,west
1533.00,04-09-2020,north
1539.00,04-09-2020,south
1569.00,04-09-2020,east
1743.00,04-09-2020,west
1620.00,05-09-2020,north
1743.00,05-09-2020,south
1563.00,05-09-2020,east
1764.00,05-09-2020,west
1638.00,06-09-2020,north
1734.00,06-09-2020,south
1794.00,06-09-2020,east
1782.00,06-09-2020,west
1509.00,07-09-2020,north
1749.00,07-09-2020,south
1608.00,07-09-2020,east
1794.00,07-09-2020,west
1710.00,08-09-2020,north
1536.00,08-09-2020,south
1539.00,08-09-2020,east
1512.00,08-09-2020,west
1578.00,09-09-2020,north
1575.00,09-09-2020,south
1551.00,09-09-2020,east
1650.00,09-09-2020,west
1662.00,10-09-2020,north
1767.00,10-09-2020,south
1596.00,10-09-2020,east
1710.00,10-09-2020,west
1764.00,11-09-2020,north
1722.00,11-09-2020,south
1611.00,11-09-2020,east
1656.00,11-09-2020,west
1602.00,12-09-2020,north
1686.00,12-09-2020,south
1599.00,12-09-2020,east
1800.00,12-09-2020,west
1503.00,13-09-2020,north
1554.00,13-09-2020,south
1554.00,13-09-2020,east
1575.00,13-09-2020,west
1647.00,14-09-2020,north
1776.00,14-09-2020,south
1788.00,14-09-2020,east
1791.00,14-09-2020,west
1542.00,15-09-2020,north
1782.00,15-09-2020,south
1620.00,15-09-2020,east
1641.00,15-09-2020,west
1590.00,16-09-2020,north
1734.00,16-09-2020,south
1710.00,16-09-2020,east
1641.00,16-09-2020,west
1611.00,17-09-2020,north
1581.00,17-09-2020,south
1596.00,17-09-2020,east
1539.00,17-09-2020,west
1764.00,18-09-2020,north
1584.00,18-09-2020,south
1701.00,18-09-2020,east
1518.00,18-09-2020,west
1692.00,19-09-2020,north
1743.00,19-09-2020,south
1737.00,19-09-2020,east
1590.00,19-09-2020,west
1623.00,20-09-2020,north
1521.00,20-09-2020,south
1590.00,20-09-2020,east
1677.00,20-09-2020,west
1776.00,21-09-2020,north
1629.00,21-09-2020,south
1776.00,21-09-2020,east
1728.00,21-09-2020,west
1776.00,22-09-2020,north
1629.00,22-09-2020,south
1539.00,22-09-2020,east
1563.00,22-09-2020,west
1506.00,23-09-2020,north
1698.00,23-09-2020,south
1734.00,23-09-2020,east
1557.00,23-09-2020,west
1527.00,24-09-2020,north
1761.00,24-09-2020,south
1560.00,24-09-2020,east
1650.00,24-09-2020,west
1533.00,25-09-2020,north
1602.00,25-09-2020,south
1743.00,25-09-2020,east
1617.00,25-09-2020,west
1536.00,26-09-2020,north
1773.00,26-09-2020,south
1521.00,26-09-2020,east
1542.00,26-09-2020,west
1737.00,27-09-2020,north
1509.00,27-09-2020,south
1626.00,27-09-2020,east
1584.00,27-09-2020,west
1671.00,28-09-2020,north
1680.00,28-09-2020,south
1599.00,28-09-2020,east
1776.00,28-09-2020,west
1674.00,29-09-2020,north
1728.00,29-09-2020,south
1551.00,29-09-2020,east
1641.00,29-09-2020,west
1614.00,30-09-2020,north
1773.00,30-09-2020,south
1509.00,30-09-2020,east
1740.00,30-09-2020,west
1614.00,01-10-2020,north
1599.00,01-10-2020,south
1785.00,01-10-2020,east
1506.00,01-10-2020,west
1689.00,02-10-2020,north
1659.00,02-10-2020,south
1785.00,02-10-2020,east
1701.00,02-10-2020,west
1515.00,03-10-2020,north
1545.00,03-10-2020,south
1599.00,03-10-2020,east
1512.00,03-10-2020,west
1524.00,04-10-2020,north
1779.00,04-10-2020,south
1500.00,04-10-2020,east
1755.00,04-10-2020,west
1773.00,05-10-2020,north
1743.00,05-10-2020,south
1662.00,05-10-2020,east
1596.00,05-10-2020,west
1788.00,06-10-2020,north
1503.00,06-10-2020,south
1779.00,06-10-2020,east
1563.00,06-10-2020,west
1554.00,07-10-2020,north
1734.00,07-10-2020,south
1629.00,07-10-2020,east
1608.00,07-10-2020,west
1794.00,08-10-2020,north
1674.00,08-10-2020,south
1662.00,08-10-2020,east
1788.00,08-10-2020,west
1536.00,09-10-2020,north
1521.00,09-10-2020,south
1656.00,09-10-2020,east
1551.00,09-10-2020,west
1593.00,10-10-2020,north
1590.00,10-10-2020,south
1671.00,10-10-2020,east
1707.00,10-10-2020,west
1569.00,11-10-2020,north
1773.00,11-10-2020,south
1674.00,11-10-2020,east
1536.00,11-10-2020,west
1677.00,12-10-2020,north
1605.00,12-10-2020,south
1653.00,12-10-2020,east
1749.00,12-10-2020,west
1578.00,13-10-2020,north
1638.00,13-10-2020,south
1515.00,13-10-2020,east
1683.00,13-10-2020,west
1680.00,14-10-2020,north
1755.00,14-10-2020,south
1584.00,14-10-2020,east
1590.00,14-10-2020,west
1518.00,15-10-2020,north
1701.00,15-10-2020,south
1716.00,15-10-2020,east
1563.00,15-10-2020,west
1638.00,16-10-2020,north
1689.00,16-10-2020,south
1515.00,16-10-2020,east
1632.00,16-10-2020,west
1509.00,17-10-2020,north
1791.00,17-10-2020,south
1509.00,17-10-2020,east
1776.00,17-10-2020,west
1524.00,18-10-2020,north
1716.00,18-10-2020,south
1578.00,18-10-2020,east
1713.00,18-10-2020,west
1656.00,19-10-2020,north
1725.00,19-10-2020,south
1554.00,19-10-2020,east
1524.00,19-10-2020,west
1569.00,20-10-2020,north
1758.00,20-10-2020,south
1758.00,20-10-2020,east
1614.00,20-10-2020,west
1740.00,21-10-2020,north
1521.00,21-10-2020,south
1722.00,21-10-2020,east
1605.00,21-10-2020,west
1749.00,22-10-2020,north
1638.00,22-10-2020,south
1710.00,22-10-2020,east
1668.00,22-10-2020,west
1635.00,23-10-2020,north
1533.00,23-10-2020,south
1635.00,23-10-2020,east
1575.00,23-10-2020,west
1737.00,24-10-2020,north
1593.00,24-10-2020,south
1707.00,24-10-2020,east
1536.00,24-10-2020,west
1689.00,25-10-2020,north
1680.00,25-10-2020,south
1605.00,25-10-2020,east
1617.00,25-10-2020,west
1746.00,26-10-2020,north
1518.00,26-10-2020,south
1656.00,26-10-2020,east
1542.00,26-10-2020,west
1581.00,27-10-2020,north
1716.00,27-10-2020,south
1683.00,27-10-2020,east
1518.00,27-10-2020,west
1746.00,28-10-2020,north
1587.00,28-10-2020,south
1644.00,28-10-2020,east
1731.00,28-10-2020,west
1770.00,29-10-2020,north
1692.00,29-10-2020,south
1557.00,29-10-2020,east
1524.00,29-10-2020,west
1773.00,30-10-2020,north
1689.00,30-10-2020,south
1776.00,30-10-2020,east
1686.00,30-10-2020,west
1581.00,31-10-2020,north
1758.00,31-10-2020,south
1755.00,31-10-2020,east
